Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD,calendar_week
2019-12-15,BTCUSD,7074.64,7074.64,7056.46,7056.46,0.0,0.0,50
2019-12-14,BTCUSD,7250.14,7265.4,7010.01,7074.64,451.64,3230712.85,50
2019-12-13,BTCUSD,7193.42,7297.6,7193.42,7250.14,599.86,4346965.97,50
2019-12-12,BTCUSD,7200.5,7299.39,7082.93,7193.42,874.33,6291003.66,50
2019-12-11,BTCUSD,7221.4,7267.84,7130.0,7200.5,729.61,5251599.7,50
2019-12-10,BTCUSD,7340.21,7395.0,7167.5,7221.4,610.05,4437108.77,50
2019-12-09,BTCUSD,7528.05,7652.0,7287.09,7340.21,991.53,7411846.4,50
2019-12-08,BTCUSD,7500.0,7575.25,7392.54,7528.05,315.24,2362732.53,49
2019-12-07,BTCUSD,7543.71,7636.39,7480.0,7500.0,478.54,3609680.26,49
2019-12-06,BTCUSD,7393.19,7607.07,7305.0,7543.71,930.51,6942049.92,49
2019-12-05,BTCUSD,7192.73,7485.0,7160.75,7393.19,1172.91,8600567.95,49
2019-12-04,BTCUSD,7301.37,7820.75,7091.59,7192.73,2190.23,16114965.49,49
2019-12-03,BTCUSD,7301.55,7413.27,7245.6,7301.37,865.63,6340876.72,49
2019-12-02,BTCUSD,7400.18,7429.49,7170.01,7301.55,824.62,6016385.23,49
2019-12-01,BTCUSD,7554.19,7554.19,7242.26,7400.18,495.03,3641236.96,48
2019-11-30,BTCUSD,7758.35,7811.38,7463.0,7554.19,753.4,5782531.38,48
2019-11-29,BTCUSD,7430.53,7860.95,7414.79,7758.35,1033.52,7933376.34,48
2019-11-28,BTCUSD,7520.11,7651.63,7375.03,7430.53,752.33,5664293.82,48
2019-11-27,BTCUSD,7162.9,7669.56,6849.95,7520.11,1919.48,14108262.94,48
2019-11-26,BTCUSD,7121.7,7338.99,7028.27,7162.9,1149.11,8193498.76,48
2019-11-25,BTCUSD,6912.89,7376.9,6523.92,7121.7,2768.35,19207151.12,48
2019-11-24,BTCUSD,7329.11,7344.86,6862.28,6912.89,963.48,6826904.65,47
2019-11-23,BTCUSD,7286.95,7349.22,7112.51,7329.11,756.68,5486332.26,47
2019-11-22,BTCUSD,7615.0,7718.29,6789.0,7286.95,3543.08,25436887.51,47
2019-11-21,BTCUSD,8079.0,8117.35,7387.54,7615.0,2283.08,17488088.89,47
2019-11-20,BTCUSD,8120.8,8218.0,8028.05,8079.0,881.73,7141546.27,47
2019-11-19,BTCUSD,8174.11,8198.73,8000.0,8120.8,874.03,7074189.1,47
2019-11-18,BTCUSD,8500.0,8500.0,8033.48,8174.11,1162.09,9632087.4,47
2019-11-17,BTCUSD,8479.81,8627.79,8382.61,8500.0,355.79,3032221.34,46
2019-11-16,BTCUSD,8457.18,8526.08,8430.16,8479.81,245.23,2077802.63,46
2019-11-15,BTCUSD,8626.66,8774.0,8368.33,8457.18,1409.05,12026484.12,46
2019-11-14,BTCUSD,8761.75,8787.0,8562.83,8626.66,822.15,7108631.27,46
2019-11-13,BTCUSD,8814.3,8834.98,8706.79,8761.75,580.97,5082929.45,46
2019-11-12,BTCUSD,8721.54,8875.53,8561.12,8814.3,892.0,7779033.3,46
2019-11-11,BTCUSD,9040.12,9065.58,8600.0,8721.54,613.48,5376110.37,46
2019-11-10,BTCUSD,8809.33,9130.88,8749.02,9040.12,540.05,4851500.83,45
2019-11-09,BTCUSD,8768.14,8877.36,8725.0,8809.33,306.34,2693884.73,45
2019-11-08,BTCUSD,9202.17,9250.0,8670.03,8768.14,1223.47,10869425.3,45
2019-11-07,BTCUSD,9350.07,9369.04,9084.95,9202.17,795.25,7332702.98,45
2019-11-06,BTCUSD,9318.5,9445.38,9260.15,9350.07,740.79,6908137.55,45
2019-11-05,BTCUSD,9415.61,9478.0,9177.0,9318.5,997.59,9298267.48,45
2019-11-04,BTCUSD,9200.0,9600.0,9135.0,9415.61,1016.03,9537908.52,45
2019-11-03,BTCUSD,9307.58,9386.45,9075.0,9200.0,333.42,3074478.09,44
2019-11-02,BTCUSD,9246.88,9388.13,9206.91,9307.58,445.11,4144185.8,44
2019-11-01,BTCUSD,9154.0,9299.99,9064.47,9246.88,895.77,8213720.19,44
2019-10-31,BTCUSD,9171.01,9426.18,8962.5,9154.0,1073.84,9843833.18,44
2019-10-30,BTCUSD,9432.41,9436.28,9001.71,9171.01,889.9,8170035.3,44
2019-10-29,BTCUSD,9219.51,9555.57,9072.5,9432.41,1593.23,14882285.98,44
2019-10-28,BTCUSD,9547.18,9932.29,9188.19,9219.51,1584.48,15106793.72,44
2019-10-27,BTCUSD,9272.28,9809.24,9112.86,9547.18,1686.99,16083311.03,43
2019-10-26,BTCUSD,8670.24,10610.0,8650.02,9272.28,5472.87,52400060.06,43
2019-10-25,BTCUSD,7458.57,8800.0,7400.0,8670.24,3851.34,31895226.15,43
2019-10-24,BTCUSD,7468.81,7511.99,7361.67,7458.57,745.11,5552194.26,43
2019-10-23,BTCUSD,8023.14,8052.46,7275.24,7468.81,4667.76,35233039.98,43
2019-10-22,BTCUSD,8212.76,8312.83,7996.19,8023.14,718.04,5864597.16,43
2019-10-21,BTCUSD,8227.0,8356.21,8157.84,8212.76,796.1,6545773.85,43
2019-10-20,BTCUSD,7960.0,8300.0,7882.29,8227.0,676.7,5468738.71,42
2019-10-19,BTCUSD,7960.68,8102.63,7879.79,7960.0,487.22,3887996.69,42
2019-10-18,BTCUSD,8074.43,8119.27,7815.1,7960.68,970.49,7717392.03,42
2019-10-17,BTCUSD,8002.22,8120.6,7941.11,8074.43,715.7,5753027.72,42
2019-10-16,BTCUSD,8162.95,8179.1,7915.0,8002.22,1231.8,9880319.18,42
2019-10-15,BTCUSD,8355.87,8410.13,8082.77,8162.95,1196.86,9826685.18,42
2019-10-14,BTCUSD,8275.99,8406.66,8220.39,8355.87,591.01,4919171.59,42
2019-10-13,BTCUSD,8314.22,8470.0,8152.4,8275.99,635.28,5279965.57,41
2019-10-12,BTCUSD,8272.76,8424.37,8262.87,8314.22,360.56,3017229.73,41
2019-10-11,BTCUSD,8589.51,8812.61,8213.25,8272.76,1648.89,13941841.59,41
2019-10-10,BTCUSD,8592.01,8655.0,8460.04,8589.51,887.29,7593516.5,41
2019-10-09,BTCUSD,8188.17,8707.38,8127.22,8592.01,1812.82,15354979.27,41
2019-10-08,BTCUSD,8208.67,8340.94,8110.31,8188.17,714.41,5859885.38,41
2019-10-07,BTCUSD,7860.01,8311.11,7774.02,8208.67,1115.02,9037861.33,41
2019-10-06,BTCUSD,8150.97,8169.73,7778.7,7860.01,999.06,7921427.26,40
2019-10-05,BTCUSD,8157.3,8196.66,8028.88,8150.97,234.18,1900266.7,40
2019-10-04,BTCUSD,8206.45,8239.63,8000.0,8157.3,864.02,7033721.77,40
2019-10-03,BTCUSD,8384.51,8411.2,8069.51,8206.45,1186.98,9736294.69,40
2019-10-02,BTCUSD,8330.62,8395.0,8180.0,8384.51,1705.78,14097119.58,40
2019-10-01,BTCUSD,8301.76,8531.25,8201.64,8330.62,1640.46,13721824.11,40
2019-09-30,BTCUSD,8056.19,8368.45,7705.5,8301.76,2580.78,20925405.99,40
2019-09-29,BTCUSD,8227.28,8242.6,7906.15,8056.19,730.91,5862130.88,39
2019-09-28,BTCUSD,8197.0,8347.44,8022.5,8227.28,1064.94,8720080.65,39
2019-09-27,BTCUSD,8065.1,8281.99,7860.0,8197.0,1713.69,13772810.94,39
2019-09-26,BTCUSD,8431.9,8458.43,7718.0,8065.1,5752.48,46120162.04,39
2019-09-25,BTCUSD,8543.36,8745.0,8221.21,8431.9,2894.52,24390800.24,39
2019-09-24,BTCUSD,9693.28,9776.27,7991.18,8543.36,9639.39,83653880.08,39
2019-09-23,BTCUSD,10031.31,10047.83,9615.75,9693.28,2114.59,20720560.84,39
2019-09-22,BTCUSD,9980.93,10091.19,9849.09,10031.31,326.62,3253066.48,38
2019-09-21,BTCUSD,10168.86,10171.0,9922.51,9980.93,471.15,4721665.12,38
2019-09-20,BTCUSD,10239.97,10274.9,10057.55,10168.86,925.3,9402772.44,38
2019-09-19,BTCUSD,10162.8,10385.31,9592.5,10239.97,2523.2,25233373.42,38
2019-09-18,BTCUSD,10192.0,10262.52,9900.0,10162.8,1758.53,17848742.91,38
2019-09-17,BTCUSD,10271.26,10282.91,10139.73,10192.0,661.45,6760798.55,38
2019-09-16,BTCUSD,10314.68,10375.66,10087.5,10271.26,1159.35,11849977.22,38
2019-09-15,BTCUSD,10360.29,10386.6,10271.0,10314.68,322.41,3325590.24,37
2019-09-14,BTCUSD,10359.27,10444.02,10232.04,10360.29,288.31,2986871.05,37
2019-09-13,BTCUSD,10432.63,10454.48,10156.59,10359.27,833.16,8581848.02,37
2019-09-12,BTCUSD,10161.12,10465.63,10033.92,10432.63,832.65,8561171.19,37
2019-09-11,BTCUSD,10100.0,10308.15,9866.43,10161.12,1137.39,11485136.14,37
2019-09-10,BTCUSD,10313.99,10392.72,9925.0,10100.0,1143.71,11530517.16,37
2019-09-09,BTCUSD,10406.94,10542.55,10067.5,10313.99,1323.33,13627271.9,37
2019-09-08,BTCUSD,10483.37,10593.92,10227.75,10406.94,477.84,4969512.09,36
2019-09-07,BTCUSD,10351.0,10568.67,10330.0,10483.37,656.04,6842717.34,36
2019-09-06,BTCUSD,10600.0,10972.06,10185.68,10351.0,3250.89,34342501.52,36
2019-09-05,BTCUSD,10584.13,10656.52,10458.71,10600.0,808.18,8528024.37,36
2019-09-04,BTCUSD,10625.2,10830.0,10380.42,10584.13,1470.32,15567690.42,36
2019-09-03,BTCUSD,10392.28,10775.31,10292.88,10625.2,1812.23,19192642.75,36
2019-09-02,BTCUSD,9773.12,10480.47,9750.92,10392.28,1229.01,12458747.63,36
2019-09-01,BTCUSD,9604.43,9839.6,9543.86,9773.12,402.63,3891384.21,35
2019-08-31,BTCUSD,9581.96,9699.0,9443.87,9604.43,375.44,3596661.49,35
2019-08-30,BTCUSD,9488.28,9696.3,9348.37,9581.96,1076.62,10276519.55,35
2019-08-29,BTCUSD,9726.85,9726.85,9290.3,9488.28,1984.22,18806695.1,35
2019-08-28,BTCUSD,10175.8,10290.69,9512.5,9726.85,3434.06,33607083.44,35
2019-08-27,BTCUSD,10367.23,10379.19,10026.73,10175.8,1058.26,10754088.23,35
2019-08-26,BTCUSD,10135.59,10662.57,10135.59,10367.23,2655.77,27655506.75,35
2019-08-25,BTCUSD,10151.83,10370.71,9907.5,10135.59,1085.76,10955510.62,34
2019-08-24,BTCUSD,10408.14,10433.49,9888.0,10151.83,1409.69,14191334.73,34
2019-08-23,BTCUSD,10164.82,10477.0,10056.5,10408.14,1407.79,14574367.25,34
2019-08-22,BTCUSD,10132.44,10230.57,9759.62,10164.82,1417.56,14128687.08,34
2019-08-21,BTCUSD,10747.06,10806.64,9842.51,10132.44,3066.63,31211146.68,34
2019-08-20,BTCUSD,10919.99,10950.0,10560.15,10747.06,894.4,9615670.85,34
2019-08-19,BTCUSD,10317.97,10931.51,10279.9,10919.99,1580.24,16872487.03,34
2019-08-18,BTCUSD,10198.84,10508.93,10082.79,10317.97,637.52,6586778.6,33
2019-08-17,BTCUSD,10360.22,10465.37,9981.77,10198.84,483.0,4935422.49,33
2019-08-16,BTCUSD,10297.86,10539.73,9739.58,10360.22,2266.37,22939856.93,33
2019-08-15,BTCUSD,10016.88,10445.74,9477.52,10297.86,4401.98,43998639.29,33
2019-08-14,BTCUSD,10857.49,10858.51,9896.53,10016.88,3454.39,35649467.85,33
2019-08-13,BTCUSD,11381.51,11444.13,10750.0,10857.49,2259.65,24871234.47,33
2019-08-12,BTCUSD,11527.27,11550.99,11226.82,11381.51,828.44,9426214.53,33
2019-08-11,BTCUSD,11284.24,11577.38,11091.75,11527.27,849.56,9624658.96,32
2019-08-10,BTCUSD,11857.08,11973.68,11175.0,11284.24,2708.47,30958227.19,32
2019-08-09,BTCUSD,11843.87,11961.74,11653.87,11857.08,1530.48,18065379.11,32
2019-08-08,BTCUSD,11972.53,12018.99,11468.19,11841.61,1226.61,14347239.78,32
2019-08-07,BTCUSD,11464.34,12141.68,11390.14,11972.53,3583.16,42034544.56,32
2019-08-06,BTCUSD,11815.28,12321.01,11205.72,11464.34,3586.66,42115688.5,32
2019-08-05,BTCUSD,10975.0,11950.0,10975.0,11815.28,2362.19,27509110.08,32
2019-08-04,BTCUSD,10817.34,11085.34,10580.0,10975.0,948.33,10310198.9,31
2019-08-03,BTCUSD,10528.81,10922.41,10512.32,10817.34,1264.45,13578463.94,31
2019-08-02,BTCUSD,10409.99,10677.32,10334.51,10528.81,2161.49,22710886.38,31
2019-08-01,BTCUSD,10079.54,10490.86,9893.06,10409.99,1342.2,13656281.27,31
2019-07-31,BTCUSD,9599.07,10130.58,9577.65,10079.54,1380.01,13705760.92,31
2019-07-30,BTCUSD,9504.23,9794.65,9374.5,9599.07,1266.75,12190584.07,31
2019-07-29,BTCUSD,9523.42,9720.0,9362.5,9504.23,1252.11,11909747.45,31
2019-07-28,BTCUSD,9478.3,9635.45,9110.61,9523.42,1351.67,12754755.61,30
2019-07-27,BTCUSD,9851.02,10240.45,9300.0,9478.3,2757.26,26618168.46,30
2019-07-26,BTCUSD,9910.54,9945.23,9652.01,9851.02,1331.69,13024917.35,30
2019-07-25,BTCUSD,9770.17,10183.37,9743.3,9910.54,1479.11,14804115.44,30
2019-07-24,BTCUSD,9842.72,9911.76,9509.0,9770.17,2073.98,20106456.91,30
2019-07-23,BTCUSD,10326.64,10327.38,9807.7,9842.72,2143.54,21508362.75,30
2019-07-22,BTCUSD,10590.0,10700.0,10065.67,10326.64,2168.4,22425307.96,30
2019-07-21,BTCUSD,10753.17,10827.08,10330.0,10590.0,1126.18,11910545.61,29
2019-07-20,BTCUSD,10535.46,11122.83,10373.71,10753.17,2035.8,21875586.14,29
2019-07-19,BTCUSD,10647.85,10762.5,10102.06,10535.46,2046.58,21366864.92,29
2019-07-18,BTCUSD,9703.58,10795.01,9290.0,10647.85,4253.13,43129377.04,29
2019-07-17,BTCUSD,9429.05,9981.23,9074.0,9703.58,3948.51,37629170.72,29
2019-07-16,BTCUSD,10850.0,11030.0,9358.0,9429.05,5348.53,53519126.64,29
2019-07-15,BTCUSD,10200.8,11088.44,9862.89,10850.0,3214.98,33424877.9,29
2019-07-14,BTCUSD,11374.76,11458.2,10095.0,10200.8,2302.37,24473609.99,28
2019-07-13,BTCUSD,11776.4,11847.0,10791.73,11374.76,2235.16,25120178.26,28
2019-07-12,BTCUSD,11319.42,11947.85,11082.55,11776.4,1796.69,20810164.59,28
2019-07-11,BTCUSD,12097.34,12097.34,10963.27,11320.13,4685.24,53939623.31,28
2019-07-10,BTCUSD,12570.42,13186.9,11536.35,12097.34,6346.41,78559413.01,28
2019-07-09,BTCUSD,12307.13,12832.83,12122.51,12570.42,3496.33,43658786.73,28
2019-07-08,BTCUSD,11475.07,12400.0,11332.52,12307.13,2406.04,28739475.55,28
2019-07-07,BTCUSD,11242.22,11624.88,11086.72,11475.07,828.14,9408644.03,27
2019-07-06,BTCUSD,10997.3,11722.58,10993.85,11242.22,1148.1,13112321.16,27
2019-07-05,BTCUSD,11144.85,11441.84,10760.1,10997.3,2095.27,23254456.66,27
2019-07-04,BTCUSD,11987.32,12052.86,11040.0,11144.85,2539.09,29605721.52,27
2019-07-03,BTCUSD,10833.82,12023.24,10833.82,11987.32,4604.8,52462719.44,27
2019-07-02,BTCUSD,10451.1,10915.95,9653.0,10833.82,3877.44,40051728.82,27
2019-07-01,BTCUSD,10746.0,11199.59,9960.0,10451.1,5301.52,55874250.19,27
2019-06-30,BTCUSD,11885.94,12197.03,10642.07,10746.0,3327.58,37480404.66,26
2019-06-29,BTCUSD,12388.24,12388.24,11200.0,11885.94,2819.35,33306314.31,26
2019-06-28,BTCUSD,11143.74,12436.0,10738.17,12388.24,3871.68,45240001.55,26
2019-06-27,BTCUSD,12936.45,13359.99,10299.0,11143.74,9062.65,104698562.75,26
